ORF_ID	ORF_length	start	end	Contig_Name	Contig_length	strand	ec	taxonomy	product
NapTol_Functional_sc_5_6	1349	9615	10964	NapTol_Functional_sc_5	36783	-	4.3.1.1	Spirochaetaceae (137)	Aspartate ammonia-lyase (EC 4.3.1.1)
NapTol_Functional_sc_5_7	1037	10954	11991	NapTol_Functional_sc_5	36783	-		Bacteria (2)	Biotin synthase related enzymes
NapTol_Functional_sc_5_8	1385	11988	13373	NapTol_Functional_sc_5	36783	-		Bacteria (2)	Thiazole biosynthesis protein ThiH
NapTol_Functional_sc_5_9	287	13345	13632	NapTol_Functional_sc_5	36783	-		Clostridia (186801)	CopG family transcripitonal regulator
NapTol_Functional_sc_5_10	689	13908	14597	NapTol_Functional_sc_5	36783	+		Bacteria (2)	Putative preQ0 transporter
NapTol_Functional_sc_5_11	401	14597	14998	NapTol_Functional_sc_5	36783	+	1.7.1.13	Bacteria (2)	NADPH dependent preQ0 reductase (EC 1.7.1.13)
NapTol_Functional_sc_5_12	1106	15283	16389	NapTol_Functional_sc_5	36783	+	3.5.4.26	Clostridia (186801)	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase 1.1.1.193)
NapTol_Functional_sc_5_13	668	16374	17042	NapTol_Functional_sc_5	36783	+	2.5.1.9	Bacteria (2)	Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9) [Haemophilus
NapTol_Functional_sc_5_14	1241	17042	18283	NapTol_Functional_sc_5	36783	+	4.1.99.12	Firmicutes (1239)	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II 3.5.4.25)
NapTol_Functional_sc_5_15	467	18280	18747	NapTol_Functional_sc_5	36783	+	2.5.1.78	Bacteria (2)	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)
NapTol_Functional_sc_5_16	1298	19069	20367	NapTol_Functional_sc_5	36783	+	4.1.99.17	Bacteria (2)	Hydroxymethylpyrimidine phosphate synthase ThiC (EC 4.1.99.17)
NapTol_Functional_sc_5_17	818	20357	21175	NapTol_Functional_sc_5	36783	+	2.7.4.7	Bacteria (2)	Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7)
NapTol_Functional_sc_5_18	824	21172	21996	NapTol_Functional_sc_5	36783	+	2.7.1.50	Bacteria (2)	Hydroxyethylthiazole kinase (EC 2.7.1.50)
NapTol_Functional_sc_5_19	626	21983	22609	NapTol_Functional_sc_5	36783	+	2.5.1.3	Treponema caldaria (215591)	Thiamin-phosphate pyrophosphorylase (EC 2.5.1.3)
NapTol_Functional_sc_5_20	788	22615	23403	NapTol_Functional_sc_5	36783	+		Treponema caldaria (215591)	Haloacid dehalogenase domain-containing protein hydrolase
NapTol_Functional_sc_5_21	1694	23679	25373	NapTol_Functional_sc_5	36783	+		Bacteria (2)	von Willebrand factor type A domain protein
NapTol_Functional_sc_5_22	878	25404	26282	NapTol_Functional_sc_5	36783	-		root (1)	hypothetical protein
NapTol_Functional_sc_5_23	2135	26299	28434	NapTol_Functional_sc_5	36783	-	1.17.4.2	Bacteria (2)	Ribonucleotide reductase class III (anaerobic), large subunit (EC 1.17.4.2)
NapTol_Functional_sc_5_24	350	28843	29193	NapTol_Functional_sc_5	36783	-		root (1)	hypothetical protein
NapTol_Functional_sc_5_25	1568	29211	30779	NapTol_Functional_sc_5	36783	-		Treponema caldaria (215591)	Polyferredoxin NapH (periplasmic nitrate reductase)
NapTol_Functional_sc_5_26	1358	30959	32317	NapTol_Functional_sc_5	36783	-	3.2.1.22	Bacteria (2)	Alpha-galactosidase (EC 3.2.1.22)
NapTol_Functional_sc_5_27	989	32392	33381	NapTol_Functional_sc_5	36783	-		Treponema caldaria (215591)	LacI family transcriptional regulator
NapTol_Functional_sc_5_28	2429	33583	36012	NapTol_Functional_sc_5	36783	+		root (1)	hypothetical protein
NapTol_Functional_sc_5_29	686	36024	36710	NapTol_Functional_sc_5	36783	+		root (1)	hypothetical protein
NapTol_Functional_sc_6_0	512	294	806	NapTol_Functional_sc_6	7469	+		Bacteria (2)	hypothetical protein
NapTol_Functional_sc_6_1	716	803	1519	NapTol_Functional_sc_6	7469	+		Proteobacteria (1224)	hypothetical protein
NapTol_Functional_sc_6_2	632	1566	2198	NapTol_Functional_sc_6	7469	+		root (1)	hypothetical protein
NapTol_Functional_sc_6_3	1760	2516	4276	NapTol_Functional_sc_6	7469	+		root (1)	hypothetical protein
NapTol_Functional_sc_6_4	104	4300	4404	NapTol_Functional_sc_6	7469	-		root (1)	hypothetical protein
NapTol_Functional_sc_6_5	398	4513	4911	NapTol_Functional_sc_6	7469	+		root (1)	hypothetical protein
NapTol_Functional_sc_6_6	614	5038	5652	NapTol_Functional_sc_6	7469	-		root (1)	hypothetical protein
NapTol_Functional_sc_6_7	485	5649	6134	NapTol_Functional_sc_6	7469	-		root (1)	hypothetical protein
NapTol_Functional_sc_6_8	203	6420	6623	NapTol_Functional_sc_6	7469	-		root (1)	hypothetical protein
NapTol_Functional_sc_6_9	254	7214	7468	NapTol_Functional_sc_6	7469	+		root (1)	Hexokinase
NapTol_Functional_sc_7_0	635	3	638	NapTol_Functional_sc_7	14242	+		Syntrophus aciditrophicus (316277)	cytoplasmic protein
NapTol_Functional_sc_7_1	1532	638	2170	NapTol_Functional_sc_7	14242	+		Syntrophus aciditrophicus (316277)	cytoplasmic protein
NapTol_Functional_sc_7_2	1055	2343	3398	NapTol_Functional_sc_7	14242	+		root (1)	hypothetical protein
NapTol_Functional_sc_7_3	1406	3723	5129	NapTol_Functional_sc_7	14242	-	6.1.1.17	Proteobacteria (1224)	Glutamyl-tRNA synthetase (EC 6.1.1.17) ## unambiguous
NapTol_Functional_sc_7_4	542	5297	5839	NapTol_Functional_sc_7	14242	+		root (1)	hypothetical protein
NapTol_Functional_sc_7_5	185	5861	6046	NapTol_Functional_sc_7	14242	+		Bacteria (2)	LSU ribosomal protein L32p @ L32p, zinc-dependent
NapTol_Functional_sc_7_6	236	6158	6394	NapTol_Functional_sc_7	14242	+		Bacteria (2)	Acyl carrier protein
NapTol_Functional_sc_7_7	1241	6418	7659	NapTol_Functional_sc_7	14242	+	2.3.1.41	Bacteria (2)	3-oxoacyl- synthase, KASII (EC 2.3.1.41)
NapTol_Functional_sc_7_8	1250	7684	8934	NapTol_Functional_sc_7	14242	+	2.1.2.1	Bacteria (2)	Serine hydroxymethyltransferase (EC 2.1.2.1)
NapTol_Functional_sc_7_9	494	8989	9483	NapTol_Functional_sc_7	14242	+	3.5.4.12	Bacteria (2)	dCMP deaminase (EC 3.5.4.12) Late competence protein ComEB
NapTol_Functional_sc_7_10	461	9505	9966	NapTol_Functional_sc_7	14242	+		Bacteria (2)	Ribonucleotide reductase transcriptional regulator NrdR
NapTol_Functional_sc_7_11	635	9969	10604	NapTol_Functional_sc_7	14242	+	2.5.1.9	Bacteria (2)	Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9) [Haemophilus
NapTol_Functional_sc_7_12	1202	10617	11819	NapTol_Functional_sc_7	14242	+	4.1.99.12	Bacteria (2)	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II 3.5.4.25)
NapTol_Functional_sc_7_13	470	11846	12316	NapTol_Functional_sc_7	14242	+	2.5.1.78	Bacteria (2)	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)
NapTol_Functional_sc_7_14	455	12471	12926	NapTol_Functional_sc_7	14242	+		Syntrophobacterales (213462)	Transcription termination protein NusB
NapTol_Functional_sc_7_15	572	12880	13452	NapTol_Functional_sc_7	14242	+		root (1)	hypothetical protein
NapTol_Functional_sc_7_16	590	13504	14094	NapTol_Functional_sc_7	14242	-		Monera	putative iron-sulfur flavoprotein
NapTol_Functional_sc_0_0	152	1	153	NapTol_Functional_sc_0	36698	-		root (1)	hypothetical protein
NapTol_Functional_sc_0_1	1628	295	1923	NapTol_Functional_sc_0	36698	-		Proteobacteria (1224)	Signal transduction histidine kinase CheA (EC 2.7.3.-)
NapTol_Functional_sc_0_2	440	1973	2413	NapTol_Functional_sc_0	36698	-		Desulfovibrio (872)	Signal transduction histidine kinase CheA (EC 2.7.3.-)
NapTol_Functional_sc_0_3	365	2438	2803	NapTol_Functional_sc_0	36698	-		Proteobacteria (1224)	Chemotaxis regulator - transmits chemoreceptor signals to flagelllar motor components CheY
NapTol_Functional_sc_0_4	359	2805	3164	NapTol_Functional_sc_0	36698	-		Geobacter lovleyi (313985)	sulfate transporter/antisigma-factor antagonist STAS
NapTol_Functional_sc_0_5	1796	3174	4970	NapTol_Functional_sc_0	36698	-		Desulfuromonadales (69541)	methyl accepting chemotaxis protein, putative
NapTol_Functional_sc_0_6	398	5001	5399	NapTol_Functional_sc_0	36698	-		Bacteria (2)	response regulator receiver protein
NapTol_Functional_sc_0_7	467	5446	5913	NapTol_Functional_sc_0	36698	-		Desulfuromonadales (69541)	Cytochrome c'
NapTol_Functional_sc_0_8	470	6136	6606	NapTol_Functional_sc_0	36698	+	3.5.4.12	Bacteria (2)	dCMP deaminase (EC 3.5.4.12) Late competence protein ComEB
NapTol_Functional_sc_0_9	452	6603	7055	NapTol_Functional_sc_0	36698	+		Bacteria (2)	Ribonucleotide reductase transcriptional regulator NrdR
NapTol_Functional_sc_0_10	1103	7077	8180	NapTol_Functional_sc_0	36698	+	3.5.4.26	Bacteria (2)	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase 1.1.1.193)
NapTol_Functional_sc_0_11	641	8165	8806	NapTol_Functional_sc_0	36698	+	2.5.1.9	Bacteria (2)	Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)
NapTol_Functional_sc_0_12	1205	8824	10029	NapTol_Functional_sc_0	36698	+	4.1.99.12	Bacteria (2)	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II 3.5.4.25)
NapTol_Functional_sc_0_13	542	10029	10571	NapTol_Functional_sc_0	36698	+		Bacteria (2)	FIG053235: Diacylglucosamine hydrolase like
NapTol_Functional_sc_0_14	167	10655	10822	NapTol_Functional_sc_0	36698	-		root (1)	hypothetical protein
NapTol_Functional_sc_0_15	1265	11072	12337	NapTol_Functional_sc_0	36698	+	2.7.2.1	Clostridia (186801)	Acetate kinase (EC 2.7.2.1)
NapTol_Functional_sc_0_16	800	12420	13220	NapTol_Functional_sc_0	36698	-		Desulfuromonadales (69541)	TPR domain protein, putative component TonB system
NapTol_Functional_sc_0_17	2342	13354	15696	NapTol_Functional_sc_0	36698	+		Desulfuromonadales (69541)	Phosphoenolpyruvate-protein phosphotransferase, nitrogen regulation associated
NapTol_Functional_sc_0_18	1313	15722	17035	NapTol_Functional_sc_0	36698	-		Desulfuromonadales (69541)	heat shock protein DnaJ domain-containing
NapTol_Functional_sc_0_19	701	17100	17801	NapTol_Functional_sc_0	36698	-		Desulfuromonadales (69541)	DnaA regulatory inactivator Hda (Homologous to DnaA)
NapTol_Functional_sc_0_20	1016	17802	18818	NapTol_Functional_sc_0	36698	-		Bacteria (2)	Holliday junction DNA helicase RuvB
NapTol_Functional_sc_0_21	821	18930	19751	NapTol_Functional_sc_0	36698	+	2.5.1.55	Bacteria (2)	2-Keto-3-deoxy-D-manno-octulosonate-8-phosphate synthase (EC 2.5.1.55) ## KdsA
NapTol_Functional_sc_0_22	968	19748	20716	NapTol_Functional_sc_0	36698	+	5.3.1.13	Bacteria (2)	Arabinose 5-phosphate isomerase (EC 5.3.1.13)
NapTol_Functional_sc_0_23	518	20737	21255	NapTol_Functional_sc_0	36698	+	3.1.3.45	Proteobacteria (1224)	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (EC 3.1.3.45)
NapTol_Functional_sc_0_24	581	21337	21918	NapTol_Functional_sc_0	36698	+		Geobacter lovleyi (313985)	hypothetical protein
NapTol_Functional_sc_0_25	539	21905	22444	NapTol_Functional_sc_0	36698	+		Geobacter (28231)	sugar ABC transporter substrate-binding protein
NapTol_Functional_sc_0_26	746	22425	23171	NapTol_Functional_sc_0	36698	+		Gammaproteobacteria (1236)	Lipopolysaccharide ABC transporter, ATP-binding protein LptB
NapTol_Functional_sc_0_27	1448	23202	24650	NapTol_Functional_sc_0	36698	+		Bacteria (2)	RNA polymerase sigma-54 factor RpoN
NapTol_Functional_sc_0_28	545	24696	25241	NapTol_Functional_sc_0	36698	+		Bacteria (2)	Ribosomal subunit interface protein
NapTol_Functional_sc_0_29	959	25290	26249	NapTol_Functional_sc_0	36698	+		Bacteria (2)	HPr kinase/phosphorylase (EC 2.7.1.-) 2.7.4.-)
NapTol_Functional_sc_0_30	857	26252	27109	NapTol_Functional_sc_0	36698	+		Bacteria (2)	Hypothetical ATP-binding protein UPF0042, contains P-loop
NapTol_Functional_sc_0_31	395	27116	27511	NapTol_Functional_sc_0	36698	+	2.7.1.69	Desulfuromonadales (69541)	PTS system, mannose-specific IIA component (EC 2.7.1.69)
NapTol_Functional_sc_0_32	266	27522	27788	NapTol_Functional_sc_0	36698	+		Betaproteobacteria (28216)	sugar transport PTS system phosphocarrier protein HPR
NapTol_Functional_sc_0_33	776	27791	28567	NapTol_Functional_sc_0	36698	+	3.4.23.43	Proteobacteria (1224)	Leader peptidase (Prepilin peptidase) (EC 3.4.23.43) / N-methyltransferase 2.1.1.-)
NapTol_Functional_sc_0_34	1517	28564	30081	NapTol_Functional_sc_0	36698	+		Geobacter (28231)	Two-component sensor PilS
NapTol_Functional_sc_0_35	1352	30078	31430	NapTol_Functional_sc_0	36698	+		Bacteria (2)	Acetoacetate metabolism regulatory protein AtoC
NapTol_Functional_sc_0_36	1058	31431	32489	NapTol_Functional_sc_0	36698	-		Bacteria (2)	Putative DNA-binding protein cluster Type I restriction-modification system
NapTol_Functional_sc_0_37	569	32707	33276	NapTol_Functional_sc_0	36698	+		root (1)	hypothetical protein
NapTol_Functional_sc_0_38	803	33465	34268	NapTol_Functional_sc_0	36698	+		Desulfuromonadales (69541)	Thiol:disulfide interchange protein DsbC
NapTol_Functional_sc_0_39	305	34316	34621	NapTol_Functional_sc_0	36698	+		root (1)	hypothetical protein
NapTol_Functional_sc_0_40	2078	34618	36696	NapTol_Functional_sc_0	36698	+		root (1)	hypothetical protein
NapTol_Functional_sc_1_0	377	145	522	NapTol_Functional_sc_1	31748	+	2.1.1.72	Bacteria (2)	Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)
NapTol_Functional_sc_1_1	1202	519	1721	NapTol_Functional_sc_1	31748	+		root (1)	hypothetical protein
NapTol_Functional_sc_1_2	485	1731	2216	NapTol_Functional_sc_1	31748	+		Bacteria (2)	putative uncharacterized protein
NapTol_Functional_sc_1_3	2393	2219	4612	NapTol_Functional_sc_1	31748	+	3.1.21.3	Bacteria (2)	Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)
NapTol_Functional_sc_1_4	665	5186	5851	NapTol_Functional_sc_1	31748	+		root (1)	hypothetical protein
NapTol_Functional_sc_1_5	668	6183	6851	NapTol_Functional_sc_1	31748	+		root (1)	hypothetical protein
NapTol_Functional_sc_1_6	707	7153	7860	NapTol_Functional_sc_1	31748	+		root (1)	hypothetical protein
NapTol_Functional_sc_1_7	803	8279	9082	NapTol_Functional_sc_1	31748	-		root (1)	hypothetical protein
NapTol_Functional_sc_1_8	1256	9079	10335	NapTol_Functional_sc_1	31748	-		root (1)	hypothetical protein
NapTol_Functional_sc_1_9	707	10698	11405	NapTol_Functional_sc_1	31748	-		root (1)	hypothetical protein
NapTol_Functional_sc_1_10	716	12341	13057	NapTol_Functional_sc_1	31748	-		Proteobacteria (1224)	hypothetical protein
NapTol_Functional_sc_1_11	512	13054	13566	NapTol_Functional_sc_1	31748	-		Bacteria (2)	hypothetical protein
NapTol_Functional_sc_1_12	1406	14250	15656	NapTol_Functional_sc_1	31748	-	6.1.1.17	Proteobacteria (1224)	Glutamyl-tRNA synthetase (EC 6.1.1.17) ## unambiguous
NapTol_Functional_sc_1_13	542	15825	16367	NapTol_Functional_sc_1	31748	+		root (1)	hypothetical protein
NapTol_Functional_sc_1_14	185	16389	16574	NapTol_Functional_sc_1	31748	+		Bacteria (2)	LSU ribosomal protein L32p @ L32p, zinc-dependent
NapTol_Functional_sc_1_15	236	16686	16922	NapTol_Functional_sc_1	31748	+		Bacteria (2)	Acyl carrier protein
NapTol_Functional_sc_1_16	1241	16946	18187	NapTol_Functional_sc_1	31748	+	2.3.1.41	Bacteria (2)	3-oxoacyl- synthase, KASII (EC 2.3.1.41)
NapTol_Functional_sc_1_17	1250	18212	19462	NapTol_Functional_sc_1	31748	+	2.1.2.1	Bacteria (2)	Serine hydroxymethyltransferase (EC 2.1.2.1)
NapTol_Functional_sc_1_18	494	19517	20011	NapTol_Functional_sc_1	31748	+	3.5.4.12	Bacteria (2)	dCMP deaminase (EC 3.5.4.12) Late competence protein ComEB
NapTol_Functional_sc_1_19	461	20033	20494	NapTol_Functional_sc_1	31748	+		Bacteria (2)	Ribonucleotide reductase transcriptional regulator NrdR
NapTol_Functional_sc_1_20	635	20497	21132	NapTol_Functional_sc_1	31748	+	2.5.1.9	Bacteria (2)	Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9) [Haemophilus
NapTol_Functional_sc_1_21	1202	21145	22347	NapTol_Functional_sc_1	31748	+	4.1.99.12	Bacteria (2)	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II 3.5.4.25)
NapTol_Functional_sc_1_22	470	22374	22844	NapTol_Functional_sc_1	31748	+	2.5.1.78	Bacteria (2)	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)
NapTol_Functional_sc_1_23	455	22999	23454	NapTol_Functional_sc_1	31748	+		Syntrophobacterales (213462)	Transcription termination protein NusB
NapTol_Functional_sc_1_24	572	23408	23980	NapTol_Functional_sc_1	31748	+		root (1)	hypothetical protein
NapTol_Functional_sc_1_25	596	24020	24616	NapTol_Functional_sc_1	31748	-		Monera	putative iron-sulfur flavoprotein
NapTol_Functional_sc_1_26	266	24712	24978	NapTol_Functional_sc_1	31748	-		root (1)	hypothetical protein
NapTol_Functional_sc_1_27	680	25200	25880	NapTol_Functional_sc_1	31748	-		delta proteobacterium NaphS2 (88274)	hypothetical protein
NapTol_Functional_sc_1_28	1232	25928	27160	NapTol_Functional_sc_1	31748	+		Bacteria (2)	Mobile element protein
NapTol_Functional_sc_1_29	299	27157	27456	NapTol_Functional_sc_1	31748	-		delta proteobacterium NaphS2 (88274)	hypothetical protein
NapTol_Functional_sc_1_30	1415	27649	29064	NapTol_Functional_sc_1	31748	-		root (1)	hypothetical protein
NapTol_Functional_sc_1_31	1313	29352	30665	NapTol_Functional_sc_1	31748	-		root (1)	hypothetical protein
NapTol_Functional_sc_1_32	830	30917	31747	NapTol_Functional_sc_1	31748	+		root (1)	hypothetical protein
NapTol_Functional_sc_2_0	371	79	450	NapTol_Functional_sc_2	14599	-		Methanoculleus (45989)	Sensory transduction histidine kinase
NapTol_Functional_sc_2_1	1157	1338	2495	NapTol_Functional_sc_2	14599	-		Methanoculleus (45989)	Sensory transduction histidine kinase
NapTol_Functional_sc_2_2	575	2765	3340	NapTol_Functional_sc_2	14599	+		Methanoculleus (45989)	Cytosolic Fe-S cluster assembling factor NBP35
NapTol_Functional_sc_2_3	869	3391	4260	NapTol_Functional_sc_2	14599	-	2.6.1.42	Monera	Branched-chain amino acid aminotransferase (EC 2.6.1.42)
NapTol_Functional_sc_2_4	1367	4367	5734	NapTol_Functional_sc_2	14599	-		Methanomicrobia (224756)	Cobyrinic acid A,C-diamide synthase
NapTol_Functional_sc_2_5	1064	5731	6795	NapTol_Functional_sc_2	14599	-		Euryarchaeota (28890)	Nitrogenase vanadium-cofactor synthesis protein VnfN
NapTol_Functional_sc_2_6	1154	6800	7954	NapTol_Functional_sc_2	14599	-	6.3.2.9	Methanomicrobiales (2191)	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9)
NapTol_Functional_sc_2_7	407	7960	8367	NapTol_Functional_sc_2	14599	-	4.99.1.3	Methanomicrobia (224756)	Sirohydrochlorin cobaltochelatase (EC 4.99.1.3)
NapTol_Functional_sc_2_8	215	8586	8801	NapTol_Functional_sc_2	14599	+		Methanoculleus marisnigri (2198)	Conserved protein
NapTol_Functional_sc_2_9	1064	8873	9937	NapTol_Functional_sc_2	14599	+		Methanomicrobiales (2191)	tRNA dihydrouridine synthase B like
NapTol_Functional_sc_2_10	782	9948	10730	NapTol_Functional_sc_2	14599	+		Methanomicrobiales (2191)	Triphosphoribosyl-dephospho-CoA synthetase
NapTol_Functional_sc_2_11	569	10718	11287	NapTol_Functional_sc_2	14599	+		Methanomicrobiales (2191)	DUF447 family protein
NapTol_Functional_sc_2_12	440	11503	11943	NapTol_Functional_sc_2	14599	+		Methanoculleus (45989)	beta-Ig-H3/fasciclin
NapTol_Functional_sc_2_13	434	12149	12583	NapTol_Functional_sc_2	14599	+		Methanoculleus marisnigri (2198)	Secreted surface protein containing fasciclin-like repeats
NapTol_Functional_sc_2_14	425	12664	13089	NapTol_Functional_sc_2	14599	+		Methanoculleus (45989)	Secreted surface protein containing fasciclin-like repeats
NapTol_Functional_sc_2_15	1424	13173	14597	NapTol_Functional_sc_2	14599	-		Methanomicrobia (224756)	transposase
NapTol_Functional_sc_3_0	911	183	1094	NapTol_Functional_sc_3	10563	-		Methanomicrobiaceae (2194)	Phosphoesterase (EC 3.1.-.-)
NapTol_Functional_sc_3_1	653	1153	1806	NapTol_Functional_sc_3	10563	-		Methanomicrobiaceae (2194)	membrane protein
NapTol_Functional_sc_3_2	629	2346	2975	NapTol_Functional_sc_3	10563	+		Bacteria (2)	probable transposase
NapTol_Functional_sc_3_3	260	3318	3578	NapTol_Functional_sc_3	10563	+		Archaea (2157)	Translation initiation factor 1A
NapTol_Functional_sc_3_4	785	3660	4445	NapTol_Functional_sc_3	10563	-		Methanomicrobiaceae (2194)	unknown
NapTol_Functional_sc_3_5	452	4442	4894	NapTol_Functional_sc_3	10563	-		Methanomicrobiales (2191)	hypothetical protein
NapTol_Functional_sc_3_6	365	4875	5240	NapTol_Functional_sc_3	10563	-		Methanomicrobiales (2191)	hypothetical protein
NapTol_Functional_sc_3_7	509	5228	5737	NapTol_Functional_sc_3	10563	-		Methanomicrobiales (2191)	hypothetical protein
NapTol_Functional_sc_3_8	1031	5731	6762	NapTol_Functional_sc_3	10563	-		Methanoculleus (45989)	hypothetical protein
NapTol_Functional_sc_3_9	563	6786	7349	NapTol_Functional_sc_3	10563	-		Methanoculleus (45989)	hypothetical protein
NapTol_Functional_sc_3_10	641	7598	8239	NapTol_Functional_sc_3	10563	+		Monera	Formylmethanofuran dehydrogenase subunit E
NapTol_Functional_sc_3_11	875	8253	9128	NapTol_Functional_sc_3	10563	-	2.4.2.17	Monera	ATP phosphoribosyltransferase (EC 2.4.2.17)
NapTol_Functional_sc_3_12	1436	9125	10561	NapTol_Functional_sc_3	10563	-		Methanomicrobia (224756)	transposase
